renderedObject,renderTime,gpuName,gpuBackend,peakMemory,releaseYear,baseClock,boostClock,textureRate,pixelRate,architecture,memoryType,generation,busInterface,rtCores,tensorCores
bmw27,64.1372,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,44.7786,GeForce RTX 2060,OPTIX,131.13,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,97.5662,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,630.252,GeForce GT 1030,CUDA,146,2017,1228.0,1468.0,35.23,23.49,Pascal,GDDR5,GeForce 10,PCIe 3.0 x4,0,0
bmw27,21.5027,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,43.8954,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,28.5819,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,163.548,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,8.73252,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,40.0048,AMD Radeon RX 6800,OPENCL,2149.18,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
bmw27,21.8369,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,85.7626,GeForce GTX 1080,OPTIX,131.13,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,44.1038,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,33.6037,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,20.9061,GeForce RTX 2080 Ti,OPTIX,131.13,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,15.5977,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,330.12,GeForce GTX 965M,CUDA,146,2016,935.0,1150.0,73.6,36.8,Maxwell 2.0,GDDR5,GeForce 900M,MXM-A (3.0),0,0
koro,94.0931,GeForce RTX 3070,CUDA,451.66,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
koro,62.3436,GeForce RTX 3070,OPTIX,303.37,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,29.8786,GeForce RTX 2070,OPTIX,131.13,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,517.242,Quadro P600,CUDA,146,2017,1329.0,1557.0,37.37,24.91,Pascal,GDDR5,Quadro Pascal(Px000),PCIe 3.0 x16,0,0
bmw27,15.0352,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,33.8661,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,106.685,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,583.884,Quadro P600,OPTIX,131.13,2017,1329.0,1557.0,37.37,24.91,Pascal,GDDR5,Quadro Pascal(Px000),PCIe 3.0 x16,0,0
bmw27,19.6723,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,18.4809,GeForce RTX 3060 Ti,OPTIX,131.13,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
classroom,32.6518,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,17.1929,GeForce RTX 3060 Ti,OPTIX,131.13,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,21.8031,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,80.8088,GeForce RTX 3090,CUDA,352.55,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,99.8253,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,98.2815,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,97.074,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,35.3392,GeForce RTX 2070 with Max-Q Design,OPTIX,131.13,2019,885.0,1185.0,170.6,75.84,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,36,288
bmw27,151.58,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,53.5496,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,109.693,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.1185,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,34.3139,GeForce RTX 2060,OPTIX,131.13,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,75.8742,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,91.5387,GeForce GTX 1070 Ti,CUDA,146,2017,1607.0,1683.0,255.8,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,22.5512,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,14.7031,GeForce RTX 3080 Laptop GPU,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,154.991,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,16.9806,GeForce RTX 3060 Ti,OPTIX,131.13,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,111.165,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,156.191,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,161.576,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,21.8731,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
pavillon_barcelona,302.786,GeForce RTX 2070 SUPER,CUDA,156.3,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,35.7995,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,26.896,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,66.4098,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,15.1765,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,170.322,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,107.653,AMD Radeon Pro 5700 XT,OPENCL,2149.18,2020,1243.0,1499.0,239.8,95.94,RDNA 1.0,GDDR6,Radeon Pro Mac(Navi Series),PCIe 4.0 x16,0,0
classroom,216.862,AMD Radeon Pro 5700 XT,OPENCL,2277.14,2020,1243.0,1499.0,239.8,95.94,RDNA 1.0,GDDR6,Radeon Pro Mac(Navi Series),PCIe 4.0 x16,0,0
classroom,42.4117,GeForce RTX 3080,OPTIX,345.3,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,66.4816,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,36.5165,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,48.5558,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,67.362,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,32.1115,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,33.9084,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,25.7642,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,21.3652,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,69.6624,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,31.4933,GeForce RTX 2070,OPTIX,131.13,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,112.394,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
classroom,282.477,Radeon RX 5500 XT,OPENCL,2277.14,2019,1607.0,1845.0,162.4,59.04,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x8,0,0
bmw27,112.079,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,111.666,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,84.1044,GeForce GTX 1650 SUPER,OPTIX,131.13,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
classroom,282.111,Radeon RX 5500 XT,OPENCL,2277.14,2019,1607.0,1845.0,162.4,59.04,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x8,0,0
bmw27,85.0011,AMD Radeon RX 5600 XT,OPENCL,2149.18,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
classroom,173.009,GeForce RTX 2060,OPTIX,345.3,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,70.783,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,119.184,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.619,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,94.2902,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,277.289,AMD Radeon R9 380 Series,OPENCL,1711.1,2015,970.0,970.0,108.6,31.04,GCN 3.0,GDDR5,Pirate Islands(R9 300),PCIe 3.0 x16,0,0
bmw27,33.7977,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,21.3743,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,8.97446,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,36.3098,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,163.232,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,58.7685,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,99.4782,GeForce GTX 1070 Ti,CUDA,146,2017,1607.0,1683.0,255.8,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,22.4373,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,106.72,GeForce GTX 1070,OPTIX,131.13,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,96.844,GeForce GTX 1070,OPTIX,131.13,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
victor,282.136,GeForce RTX 3060 Ti,CUDA,7237.75,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
victor,282.336,GeForce RTX 3060 Ti,CUDA,7237.75,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,34.6761,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,195.319,GeForce GTX 770,CUDA,146,2013,1046.0,1085.0,138.9,34.72,Kepler,GDDR5,GeForce 700,PCIe 3.0 x16,0,0
bmw27,36.2871,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,35.7849,AMD Radeon RX 6800 XT,OPENCL,2149.18,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
bmw27,36.1161,AMD Radeon RX 6800 XT,OPENCL,2149.18,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
classroom,71.9507,AMD Radeon RX 6800 XT,OPENCL,2277.14,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
fishy_cat,55.7906,AMD Radeon RX 6800 XT,OPENCL,2601.68,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
classroom,134.686,GeForce RTX 3060 Ti,CUDA,352.55,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
koro,59.1131,AMD Radeon RX 6800 XT,OPENCL,2369.33,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
pavillon_barcelona,135.192,AMD Radeon RX 6800 XT,OPENCL,2080.98,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
bmw27,36.8354,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,148.373,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,730.089,Radeon RX550/550 Series,OPENCL,833.27,2017,1100.0,1183.0,37.86,18.93,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x8,0,0
bmw27,155.668,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,107.507,AMD Radeon Pro 5700 XT,OPENCL,2149.18,2020,1243.0,1499.0,239.8,95.94,RDNA 1.0,GDDR6,Radeon Pro Mac(Navi Series),PCIe 4.0 x16,0,0
bmw27,99.8036,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
fishy_cat,181.836,AMD Radeon Pro 5700 XT,OPENCL,2601.68,2020,1243.0,1499.0,239.8,95.94,RDNA 1.0,GDDR6,Radeon Pro Mac(Navi Series),PCIe 4.0 x16,0,0
classroom,698.689,AMD Radeon R9 380 Series,OPENCL,1955.47,2015,970.0,970.0,108.6,31.04,GCN 3.0,GDDR5,Pirate Islands(R9 300),PCIe 3.0 x16,0,0
fishy_cat,196.256,GeForce GTX 1070,CUDA,684.01,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,22.3184,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,26.14,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,11.3576,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,15.0301,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,34.6241,GeForce RTX 2060,OPTIX,131.13,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,54.2265,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,79.3428,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
classroom,343.292,GeForce GTX 1660 SUPER,CUDA,352.55,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,79.3534,GeForce GTX 1660,OPTIX,131.13,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,151.557,GeForce GTX 970,CUDA,146,2014,1050.0,1178.0,122.5,65.97,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,30.4198,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,33.4595,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,55.9497,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,25.4495,GeForce RTX 2070 SUPER,OPTIX,131.13,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,24.6011,GeForce RTX 2080 SUPER,OPTIX,131.13,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,33.9264,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,33.908,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,21.826,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,26.0824,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,7.77628,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,31.3181,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,114.706,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,55.6765,GeForce RTX 2080 with Max-Q Design,CUDA,146,2019,735.0,1095.0,201.5,70.08,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,46,368
bmw27,341.297,GeForce GTX 1050,CUDA,146,2016,1354.0,1455.0,58.2,46.56,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,30.6136,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
classroom,33.4835,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,8.95302,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,19.4635,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,30.3882,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,89.3225,Radeon RX Vega 64,OPENCL,2149.18,2017,1247.0,1546.0,395.8,98.94,GCN 5.0,HBM2,Vega(RX Vega),PCIe 3.0 x16,0,0
classroom,48.3383,GeForce RTX 3070,OPTIX,345.3,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,13.7753,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,22.2389,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,33.0291,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,33.8132,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
classroom,116.897,GeForce RTX 3070,CUDA,352.55,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,91.1834,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,108.751,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,31.8343,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,171.959,Radeon RX 580 Series,OPENCL,2137.69,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,79.3329,GeForce RTX 2070 with Max-Q Design,CUDA,146,2019,885.0,1185.0,170.6,75.84,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,36,288
bmw27,35.0344,GeForce RTX 2070 with Max-Q Design,OPTIX,131.13,2019,885.0,1185.0,170.6,75.84,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,36,288
bmw27,162.12,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,8.77645,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,19.0772,GeForce RTX 3060 Ti,OPTIX,131.13,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,39.6772,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
