renderedObject,renderTime,gpuName,gpuBackend,peakMemory,releaseYear,baseClock,boostClock,textureRate,pixelRate,architecture,memoryType,generation,busInterface,rtCores,tensorCores
bmw27,86.1155,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,69.517,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
classroom,644.706,AMD Radeon R9 380 Series,OPENCL,1955.47,2015,970.0,970.0,108.6,31.04,GCN 3.0,GDDR5,Pirate Islands(R9 300),PCIe 3.0 x16,0,0
bmw27,13.577,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,32.6467,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,26.3505,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,39.2699,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,62.5857,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
victor,260.556,GeForce RTX 2080 Ti,OPTIX,4901.11,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
classroom,85.16,GeForce RTX 2080 SUPER,OPTIX,345.3,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,83.684,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,39.2304,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
classroom,34.1486,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,19.905,GeForce RTX 2080 Ti,OPTIX,131.13,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,47.6488,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,8.89287,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,37.8614,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,15.9785,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,148.3,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,131.786,GeForce GTX 1650,OPTIX,131.13,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,114.243,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
classroom,33.8371,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,33.6403,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,21.3096,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,33.5648,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,15.1159,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,15.8093,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,22.5402,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,17.2767,GeForce RTX 3080 Laptop GPU,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,10.0833,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,17.339,GeForce RTX 3080 Laptop GPU,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,74.7969,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,414.657,GeForce GTX 960M,CUDA,146,2015,1097.0,1176.0,47.04,18.82,Maxwell,GDDR5,GeForce 900M,MXM-B (3.0),0,0
bmw27,10.546,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,23.3735,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,32.3727,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,11.038,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,93.4345,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,40.329,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,33.9633,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,100.855,AMD Radeon RX 5600 XT,OPENCL,2149.18,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,101.061,AMD Radeon RX 5600 XT,OPENCL,2149.18,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,31.2097,GeForce RTX 2070,OPTIX,131.13,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
classroom,285.086,GeForce GTX 1080,CUDA,352.55,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,41.2975,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,100.966,AMD Radeon RX 5600 XT,OPENCL,2149.18,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,55.9058,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,24.9226,GeForce RTX 2080 SUPER,OPTIX,131.13,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,56.0044,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,26.6397,GeForce RTX 2070 SUPER,OPTIX,131.13,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,21.306,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,8.7852,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,67.7978,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
pavillon_barcelona,1310.45,GeForce GTX 1050 Ti,CUDA,155.9,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,1391.15,Radeon Pro WX Vega M GL Graphics,OPENCL,1711.1,2018,931.0,1011.0,80.88,32.35,GCN 4.0,HBM2,Vega(Vega M),IGP,0,0
bmw27,33.9843,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,101.095,AMD Radeon RX 5600 XT,OPENCL,2149.18,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
classroom,34.3578,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,95.2257,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,129.712,GeForce GTX 1650,OPTIX,131.13,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,229.581,GeForce GTX 1050 Ti,CUDA,145.99,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,148.185,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
classroom,82.5792,GeForce RTX 3090,CUDA,352.55,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,21.4266,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,118.401,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,93.6313,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,265.879,GeForce GTX 1050 Ti,CUDA,146,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,64.6254,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,34.5147,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
victor,83.5525,GeForce RTX 3070,OPTIX,4901.11,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
victor,83.6196,GeForce RTX 3070,OPTIX,4901.11,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,165.329,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
classroom,497.889,GeForce GTX 970,CUDA,352.55,2014,1050.0,1178.0,122.5,65.97,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,33.9749,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,154.869,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,28.3441,GeForce RTX 3080 Laptop GPU,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,66.3685,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,11.3009,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,96.3773,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,21.4687,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,8.77439,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,93.8235,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,38.7872,GeForce RTX 2060,OPTIX,131.13,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
classroom,33.4333,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,21.5051,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,30.4211,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
fishy_cat,292.206,GeForce GTX 1650,CUDA,684.01,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,21.1814,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,8.69583,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,8.67391,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,24.2289,RTX A6000,CUDA,146,2020,1410.0,1800.0,604.8,201.6,Ampere,GDDR6,Workstation Ampere(Ax000),PCIe 4.0 x16,84,336
bmw27,9.82548,RTX A6000,OPTIX,131.13,2020,1410.0,1800.0,604.8,201.6,Ampere,GDDR6,Workstation Ampere(Ax000),PCIe 4.0 x16,84,336
bmw27,64.5447,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
classroom,335.378,GeForce RTX 2060,CUDA,352.55,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
classroom,181.181,GeForce RTX 2060,OPTIX,345.3,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,169.596,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,55.6588,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
classroom,90.2311,GeForce RTX 2080 SUPER,OPTIX,345.3,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,12.9599,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,24.4085,GeForce RTX 2080 SUPER,OPTIX,131.13,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
classroom,160.344,GeForce RTX 2080 SUPER,CUDA,352.55,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,11.8864,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,10.6052,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
classroom,33.7239,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,164.029,Radeon RX 590 Series,OPENCL,2149.18,2018,1469.0,1545.0,222.5,49.44,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
classroom,545.922,GeForce GTX 1060 3GB,CUDA,352.55,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,90.1512,GeForce GTX 1070 Ti,CUDA,146,2017,1607.0,1683.0,255.8,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,167.89,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,163.397,GeForce GTX 1060 6GB,OPTIX,131.13,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,36.691,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,22.13,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,87.0315,AMD Radeon RX 6800,OPENCL,2277.14,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
bmw27,158.806,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,73.0571,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,76.2009,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,34.7756,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,142.555,GeForce GTX 1650 with Max-Q Design,OPTIX,131.13,2020,930.0,1125.0,72.0,36.0,Turing,GDDR6,GeForce 16 Mobile,PCIe 3.0 x16,0,0
bmw27,70.4433,GeForce GTX 1660 Ti,OPTIX,131.13,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,34.497,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,33.9228,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,15.0689,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,54.0936,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,67.2274,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
classroom,334.486,GeForce RTX 2060,CUDA,352.55,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
classroom,177.887,GeForce RTX 2060,OPTIX,345.3,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,21.9817,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,23.468,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,35.4768,GeForce RTX 2060,OPTIX,131.13,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
classroom,131.858,GeForce RTX 2060,OPTIX,345.3,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,25.1088,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
pavillon_barcelona,231.592,GeForce RTX 2080 Ti,CUDA,156.3,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,166.925,Radeon RX 580 Series,OPENCL,1711.1,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,186.447,Radeon RX 570 Series,OPENCL,1711.1,2017,1168.0,1244.0,159.2,39.81,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,22.446,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,36.1507,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,40.1356,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,15.2527,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,34.8839,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,54.2992,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,26.0537,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,26.2414,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,21.2697,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,114.443,GeForce GTX 1070,OPTIX,131.13,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,33.915,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,15.4793,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,21.1814,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,41.6993,AMD Radeon RX 6800,OPENCL,2149.18,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
bmw27,84.6753,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,99.1908,GeForce GTX 1070 Ti,CUDA,146,2017,1607.0,1683.0,255.8,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,35.1478,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,116.753,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,21.5403,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,95.8619,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,161.74,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.5321,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,157.612,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,174.565,GeForce GTX 1060 3GB,CUDA,146,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,138.054,GeForce GTX 1650 SUPER,CUDA,145.99,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,21.2832,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,37.306,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,28.5621,GeForce RTX 2070,OPTIX,131.13,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
